"","query","noutputs"
0,"\W!x{((a\w+|an\w+|\w+er)\W+){5}(a\w+|an\w+|\w+er)}\W",119
7773,"\W!x{((com\w+|\w+ure|\w+ful)\W+){5}(com\w+|\w+ure|\w+ful)}\W",0
7774,"\W!x{((com\w+|\w+ure|im\w+)\W+){5}(com\w+|\w+ure|im\w+)}\W",0
7775,"\W!x{((com\w+|\w+ure|\w+age)\W+){5}(com\w+|\w+ure|\w+age)}\W",0
7776,"\W!x{((com\w+|\w+ure|\w+ish)\W+){5}(com\w+|\w+ure|\w+ish)}\W",0
7777,"\W!x{((com\w+|\w+ure|\w+ic)\W+){5}(com\w+|\w+ure|\w+ic)}\W",0
7778,"\W!x{((com\w+|pre\w+|\w+ment)\W+){5}(com\w+|pre\w+|\w+ment)}\W",0
7779,"\W!x{((com\w+|pre\w+|\w+ence)\W+){5}(com\w+|pre\w+|\w+ence)}\W",0
7780,"\W!x{((com\w+|pre\w+|\w+able)\W+){5}(com\w+|pre\w+|\w+able)}\W",0
7781,"\W!x{((com\w+|pre\w+|\w+ant)\W+){5}(com\w+|pre\w+|\w+ant)}\W",0
7782,"\W!x{((com\w+|pre\w+|\w+ity)\W+){5}(com\w+|pre\w+|\w+ity)}\W",0
7783,"\W!x{((com\w+|pre\w+|\w+ness)\W+){5}(com\w+|pre\w+|\w+ness)}\W",0
7784,"\W!x{((com\w+|pre\w+|\w+ance)\W+){5}(com\w+|pre\w+|\w+ance)}\W",0
7785,"\W!x{((com\w+|pre\w+|\w+ful)\W+){5}(com\w+|pre\w+|\w+ful)}\W",0
7786,"\W!x{((com\w+|pre\w+|im\w+)\W+){5}(com\w+|pre\w+|im\w+)}\W",0
7787,"\W!x{((com\w+|pre\w+|\w+age)\W+){5}(com\w+|pre\w+|\w+age)}\W",0
7788,"\W!x{((com\w+|pre\w+|\w+ish)\W+){5}(com\w+|pre\w+|\w+ish)}\W",0
7789,"\W!x{((com\w+|pre\w+|\w+ic)\W+){5}(com\w+|pre\w+|\w+ic)}\W",0
7790,"\W!x{((com\w+|\w+ment|\w+ence)\W+){5}(com\w+|\w+ment|\w+ence)}\W",0
7791,"\W!x{((com\w+|\w+ment|\w+able)\W+){5}(com\w+|\w+ment|\w+able)}\W",0
7792,"\W!x{((com\w+|\w+ment|\w+ant)\W+){5}(com\w+|\w+ment|\w+ant)}\W",0
7793,"\W!x{((com\w+|\w+ment|\w+ity)\W+){5}(com\w+|\w+ment|\w+ity)}\W",0
7794,"\W!x{((com\w+|\w+ment|\w+ness)\W+){5}(com\w+|\w+ment|\w+ness)}\W",0
7795,"\W!x{((com\w+|\w+ment|\w+ance)\W+){5}(com\w+|\w+ment|\w+ance)}\W",0
7796,"\W!x{((com\w+|\w+ment|\w+ful)\W+){5}(com\w+|\w+ment|\w+ful)}\W",0
7797,"\W!x{((com\w+|\w+ment|im\w+)\W+){5}(com\w+|\w+ment|im\w+)}\W",0
7798,"\W!x{((com\w+|\w+ment|\w+age)\W+){5}(com\w+|\w+ment|\w+age)}\W",0
7799,"\W!x{((com\w+|\w+ment|\w+ish)\W+){5}(com\w+|\w+ment|\w+ish)}\W",0
7800,"\W!x{((com\w+|\w+ment|\w+ic)\W+){5}(com\w+|\w+ment|\w+ic)}\W",0
7801,"\W!x{((com\w+|\w+ence|\w+able)\W+){5}(com\w+|\w+ence|\w+able)}\W",0
7802,"\W!x{((com\w+|\w+ence|\w+ant)\W+){5}(com\w+|\w+ence|\w+ant)}\W",0
7803,"\W!x{((com\w+|\w+ence|\w+ity)\W+){5}(com\w+|\w+ence|\w+ity)}\W",0
7804,"\W!x{((com\w+|\w+ence|\w+ness)\W+){5}(com\w+|\w+ence|\w+ness)}\W",0
7805,"\W!x{((com\w+|\w+ence|\w+ance)\W+){5}(com\w+|\w+ence|\w+ance)}\W",0
7806,"\W!x{((com\w+|\w+ence|\w+ful)\W+){5}(com\w+|\w+ence|\w+ful)}\W",0
7807,"\W!x{((com\w+|\w+ence|im\w+)\W+){5}(com\w+|\w+ence|im\w+)}\W",0
7808,"\W!x{((com\w+|\w+ence|\w+age)\W+){5}(com\w+|\w+ence|\w+age)}\W",0
7809,"\W!x{((com\w+|\w+ence|\w+ish)\W+){5}(com\w+|\w+ence|\w+ish)}\W",0
7810,"\W!x{((com\w+|\w+ence|\w+ic)\W+){5}(com\w+|\w+ence|\w+ic)}\W",0
7811,"\W!x{((com\w+|\w+able|\w+ant)\W+){5}(com\w+|\w+able|\w+ant)}\W",0
7812,"\W!x{((com\w+|\w+able|\w+ity)\W+){5}(com\w+|\w+able|\w+ity)}\W",0
7813,"\W!x{((com\w+|\w+able|\w+ness)\W+){5}(com\w+|\w+able|\w+ness)}\W",0
7814,"\W!x{((com\w+|\w+able|\w+ance)\W+){5}(com\w+|\w+able|\w+ance)}\W",0
7815,"\W!x{((com\w+|\w+able|\w+ful)\W+){5}(com\w+|\w+able|\w+ful)}\W",0
7816,"\W!x{((com\w+|\w+able|im\w+)\W+){5}(com\w+|\w+able|im\w+)}\W",0
7817,"\W!x{((com\w+|\w+able|\w+age)\W+){5}(com\w+|\w+able|\w+age)}\W",0
7818,"\W!x{((com\w+|\w+able|\w+ish)\W+){5}(com\w+|\w+able|\w+ish)}\W",0
7819,"\W!x{((com\w+|\w+able|\w+ic)\W+){5}(com\w+|\w+able|\w+ic)}\W",0
7820,"\W!x{((com\w+|\w+ant|\w+ity)\W+){5}(com\w+|\w+ant|\w+ity)}\W",0
7821,"\W!x{((com\w+|\w+ant|\w+ness)\W+){5}(com\w+|\w+ant|\w+ness)}\W",0
7822,"\W!x{((com\w+|\w+ant|\w+ance)\W+){5}(com\w+|\w+ant|\w+ance)}\W",0
7823,"\W!x{((com\w+|\w+ant|\w+ful)\W+){5}(com\w+|\w+ant|\w+ful)}\W",0
7824,"\W!x{((com\w+|\w+ant|im\w+)\W+){5}(com\w+|\w+ant|im\w+)}\W",0
7825,"\W!x{((com\w+|\w+ant|\w+age)\W+){5}(com\w+|\w+ant|\w+age)}\W",0
7826,"\W!x{((com\w+|\w+ant|\w+ish)\W+){5}(com\w+|\w+ant|\w+ish)}\W",0
7827,"\W!x{((com\w+|\w+ant|\w+ic)\W+){5}(com\w+|\w+ant|\w+ic)}\W",0
7828,"\W!x{((com\w+|\w+ity|\w+ness)\W+){5}(com\w+|\w+ity|\w+ness)}\W",0
7829,"\W!x{((com\w+|\w+ity|\w+ance)\W+){5}(com\w+|\w+ity|\w+ance)}\W",0
7830,"\W!x{((com\w+|\w+ity|\w+ful)\W+){5}(com\w+|\w+ity|\w+ful)}\W",0
7831,"\W!x{((com\w+|\w+ity|im\w+)\W+){5}(com\w+|\w+ity|im\w+)}\W",0
7832,"\W!x{((com\w+|\w+ity|\w+age)\W+){5}(com\w+|\w+ity|\w+age)}\W",0
7833,"\W!x{((com\w+|\w+ity|\w+ish)\W+){5}(com\w+|\w+ity|\w+ish)}\W",0
7834,"\W!x{((com\w+|\w+ity|\w+ic)\W+){5}(com\w+|\w+ity|\w+ic)}\W",0
7835,"\W!x{((com\w+|\w+ness|\w+ance)\W+){5}(com\w+|\w+ness|\w+ance)}\W",0
7836,"\W!x{((com\w+|\w+ness|\w+ful)\W+){5}(com\w+|\w+ness|\w+ful)}\W",0
7837,"\W!x{((com\w+|\w+ness|im\w+)\W+){5}(com\w+|\w+ness|im\w+)}\W",0
7838,"\W!x{((com\w+|\w+ness|\w+age)\W+){5}(com\w+|\w+ness|\w+age)}\W",0
7839,"\W!x{((com\w+|\w+ness|\w+ish)\W+){5}(com\w+|\w+ness|\w+ish)}\W",0
7840,"\W!x{((com\w+|\w+ness|\w+ic)\W+){5}(com\w+|\w+ness|\w+ic)}\W",0
7841,"\W!x{((com\w+|\w+ance|\w+ful)\W+){5}(com\w+|\w+ance|\w+ful)}\W",0
7842,"\W!x{((com\w+|\w+ance|im\w+)\W+){5}(com\w+|\w+ance|im\w+)}\W",0
7843,"\W!x{((com\w+|\w+ance|\w+age)\W+){5}(com\w+|\w+ance|\w+age)}\W",0
7844,"\W!x{((com\w+|\w+ance|\w+ish)\W+){5}(com\w+|\w+ance|\w+ish)}\W",0
7845,"\W!x{((com\w+|\w+ance|\w+ic)\W+){5}(com\w+|\w+ance|\w+ic)}\W",0
7846,"\W!x{((com\w+|\w+ful|im\w+)\W+){5}(com\w+|\w+ful|im\w+)}\W",0
7847,"\W!x{((com\w+|\w+ful|\w+age)\W+){5}(com\w+|\w+ful|\w+age)}\W",0
7848,"\W!x{((com\w+|\w+ful|\w+ish)\W+){5}(com\w+|\w+ful|\w+ish)}\W",0
7849,"\W!x{((com\w+|\w+ful|\w+ic)\W+){5}(com\w+|\w+ful|\w+ic)}\W",0
7850,"\W!x{((com\w+|im\w+|\w+age)\W+){5}(com\w+|im\w+|\w+age)}\W",0
7851,"\W!x{((com\w+|im\w+|\w+ish)\W+){5}(com\w+|im\w+|\w+ish)}\W",0
7852,"\W!x{((com\w+|im\w+|\w+ic)\W+){5}(com\w+|im\w+|\w+ic)}\W",0
7853,"\W!x{((com\w+|\w+age|\w+ish)\W+){5}(com\w+|\w+age|\w+ish)}\W",0
7854,"\W!x{((com\w+|\w+age|\w+ic)\W+){5}(com\w+|\w+age|\w+ic)}\W",0
7855,"\W!x{((com\w+|\w+ish|\w+ic)\W+){5}(com\w+|\w+ish|\w+ic)}\W",0
7856,"\W!x{((con\w+|un\w+|ex\w+)\W+){5}(con\w+|un\w+|ex\w+)}\W",0
7857,"\W!x{((con\w+|un\w+|en\w+)\W+){5}(con\w+|un\w+|en\w+)}\W",0
7858,"\W!x{((con\w+|un\w+|pro\w+)\W+){5}(con\w+|un\w+|pro\w+)}\W",0
7859,"\W!x{((con\w+|un\w+|\w+ation)\W+){5}(con\w+|un\w+|\w+ation)}\W",0
7860,"\W!x{((con\w+|un\w+|\w+ive)\W+){5}(con\w+|un\w+|\w+ive)}\W",0
7861,"\W!x{((con\w+|un\w+|dis\w+)\W+){5}(con\w+|un\w+|dis\w+)}\W",0
7862,"\W!x{((con\w+|un\w+|\w+ous)\W+){5}(con\w+|un\w+|\w+ous)}\W",0
7863,"\W!x{((con\w+|un\w+|\w+ate)\W+){5}(con\w+|un\w+|\w+ate)}\W",0
7864,"\W!x{((con\w+|un\w+|\w+ure)\W+){5}(con\w+|un\w+|\w+ure)}\W",0
7865,"\W!x{((con\w+|un\w+|pre\w+)\W+){5}(con\w+|un\w+|pre\w+)}\W",0
7866,"\W!x{((con\w+|un\w+|\w+ment)\W+){5}(con\w+|un\w+|\w+ment)}\W",0
7867,"\W!x{((con\w+|un\w+|\w+ence)\W+){5}(con\w+|un\w+|\w+ence)}\W",0
7868,"\W!x{((con\w+|un\w+|\w+able)\W+){5}(con\w+|un\w+|\w+able)}\W",0
7869,"\W!x{((con\w+|un\w+|\w+ant)\W+){5}(con\w+|un\w+|\w+ant)}\W",0
7870,"\W!x{((con\w+|un\w+|\w+ity)\W+){5}(con\w+|un\w+|\w+ity)}\W",0
7871,"\W!x{((con\w+|un\w+|\w+ness)\W+){5}(con\w+|un\w+|\w+ness)}\W",0
7872,"\W!x{((con\w+|un\w+|\w+ance)\W+){5}(con\w+|un\w+|\w+ance)}\W",0
7873,"\W!x{((con\w+|un\w+|\w+ful)\W+){5}(con\w+|un\w+|\w+ful)}\W",0
7874,"\W!x{((con\w+|un\w+|im\w+)\W+){5}(con\w+|un\w+|im\w+)}\W",0
7875,"\W!x{((con\w+|un\w+|\w+age)\W+){5}(con\w+|un\w+|\w+age)}\W",0
7876,"\W!x{((con\w+|un\w+|\w+ish)\W+){5}(con\w+|un\w+|\w+ish)}\W",0
7877,"\W!x{((con\w+|un\w+|\w+ic)\W+){5}(con\w+|un\w+|\w+ic)}\W",0
7878,"\W!x{((con\w+|ex\w+|en\w+)\W+){5}(con\w+|ex\w+|en\w+)}\W",0
7879,"\W!x{((con\w+|ex\w+|pro\w+)\W+){5}(con\w+|ex\w+|pro\w+)}\W",0
7880,"\W!x{((con\w+|ex\w+|\w+ation)\W+){5}(con\w+|ex\w+|\w+ation)}\W",0
7881,"\W!x{((con\w+|ex\w+|\w+ive)\W+){5}(con\w+|ex\w+|\w+ive)}\W",0
7882,"\W!x{((con\w+|ex\w+|dis\w+)\W+){5}(con\w+|ex\w+|dis\w+)}\W",0
7883,"\W!x{((con\w+|ex\w+|\w+ous)\W+){5}(con\w+|ex\w+|\w+ous)}\W",0
7884,"\W!x{((con\w+|ex\w+|\w+ate)\W+){5}(con\w+|ex\w+|\w+ate)}\W",0
7885,"\W!x{((con\w+|ex\w+|\w+ure)\W+){5}(con\w+|ex\w+|\w+ure)}\W",0
7886,"\W!x{((con\w+|ex\w+|pre\w+)\W+){5}(con\w+|ex\w+|pre\w+)}\W",0
7887,"\W!x{((con\w+|ex\w+|\w+ment)\W+){5}(con\w+|ex\w+|\w+ment)}\W",0
7888,"\W!x{((con\w+|ex\w+|\w+ence)\W+){5}(con\w+|ex\w+|\w+ence)}\W",0
7889,"\W!x{((con\w+|ex\w+|\w+able)\W+){5}(con\w+|ex\w+|\w+able)}\W",0
7890,"\W!x{((con\w+|ex\w+|\w+ant)\W+){5}(con\w+|ex\w+|\w+ant)}\W",0
7891,"\W!x{((con\w+|ex\w+|\w+ity)\W+){5}(con\w+|ex\w+|\w+ity)}\W",0
7892,"\W!x{((con\w+|ex\w+|\w+ness)\W+){5}(con\w+|ex\w+|\w+ness)}\W",0
7893,"\W!x{((con\w+|ex\w+|\w+ance)\W+){5}(con\w+|ex\w+|\w+ance)}\W",0
7894,"\W!x{((con\w+|ex\w+|\w+ful)\W+){5}(con\w+|ex\w+|\w+ful)}\W",0
7895,"\W!x{((con\w+|ex\w+|im\w+)\W+){5}(con\w+|ex\w+|im\w+)}\W",0
7896,"\W!x{((con\w+|ex\w+|\w+age)\W+){5}(con\w+|ex\w+|\w+age)}\W",0
7897,"\W!x{((con\w+|ex\w+|\w+ish)\W+){5}(con\w+|ex\w+|\w+ish)}\W",0
7898,"\W!x{((con\w+|ex\w+|\w+ic)\W+){5}(con\w+|ex\w+|\w+ic)}\W",0
7899,"\W!x{((con\w+|en\w+|pro\w+)\W+){5}(con\w+|en\w+|pro\w+)}\W",0
7900,"\W!x{((con\w+|en\w+|\w+ation)\W+){5}(con\w+|en\w+|\w+ation)}\W",0
7901,"\W!x{((con\w+|en\w+|\w+ive)\W+){5}(con\w+|en\w+|\w+ive)}\W",0
7902,"\W!x{((con\w+|en\w+|dis\w+)\W+){5}(con\w+|en\w+|dis\w+)}\W",0
7903,"\W!x{((con\w+|en\w+|\w+ous)\W+){5}(con\w+|en\w+|\w+ous)}\W",0
7904,"\W!x{((con\w+|en\w+|\w+ate)\W+){5}(con\w+|en\w+|\w+ate)}\W",0
7905,"\W!x{((con\w+|en\w+|\w+ure)\W+){5}(con\w+|en\w+|\w+ure)}\W",0
7906,"\W!x{((con\w+|en\w+|pre\w+)\W+){5}(con\w+|en\w+|pre\w+)}\W",0
7907,"\W!x{((con\w+|en\w+|\w+ment)\W+){5}(con\w+|en\w+|\w+ment)}\W",0
7908,"\W!x{((con\w+|en\w+|\w+ence)\W+){5}(con\w+|en\w+|\w+ence)}\W",0
7909,"\W!x{((con\w+|en\w+|\w+able)\W+){5}(con\w+|en\w+|\w+able)}\W",0
7910,"\W!x{((con\w+|en\w+|\w+ant)\W+){5}(con\w+|en\w+|\w+ant)}\W",0
7911,"\W!x{((con\w+|en\w+|\w+ity)\W+){5}(con\w+|en\w+|\w+ity)}\W",0
7912,"\W!x{((con\w+|en\w+|\w+ness)\W+){5}(con\w+|en\w+|\w+ness)}\W",0
7913,"\W!x{((con\w+|en\w+|\w+ance)\W+){5}(con\w+|en\w+|\w+ance)}\W",0
7914,"\W!x{((con\w+|en\w+|\w+ful)\W+){5}(con\w+|en\w+|\w+ful)}\W",0
7915,"\W!x{((con\w+|en\w+|im\w+)\W+){5}(con\w+|en\w+|im\w+)}\W",0
7916,"\W!x{((con\w+|en\w+|\w+age)\W+){5}(con\w+|en\w+|\w+age)}\W",0
7917,"\W!x{((con\w+|en\w+|\w+ish)\W+){5}(con\w+|en\w+|\w+ish)}\W",0
7918,"\W!x{((con\w+|en\w+|\w+ic)\W+){5}(con\w+|en\w+|\w+ic)}\W",0
7919,"\W!x{((con\w+|pro\w+|\w+ation)\W+){5}(con\w+|pro\w+|\w+ation)}\W",0
7920,"\W!x{((con\w+|pro\w+|\w+ive)\W+){5}(con\w+|pro\w+|\w+ive)}\W",0
7921,"\W!x{((con\w+|pro\w+|dis\w+)\W+){5}(con\w+|pro\w+|dis\w+)}\W",0
7922,"\W!x{((con\w+|pro\w+|\w+ous)\W+){5}(con\w+|pro\w+|\w+ous)}\W",0
7923,"\W!x{((con\w+|pro\w+|\w+ate)\W+){5}(con\w+|pro\w+|\w+ate)}\W",0
7924,"\W!x{((con\w+|pro\w+|\w+ure)\W+){5}(con\w+|pro\w+|\w+ure)}\W",0
7925,"\W!x{((con\w+|pro\w+|pre\w+)\W+){5}(con\w+|pro\w+|pre\w+)}\W",0
7926,"\W!x{((con\w+|pro\w+|\w+ment)\W+){5}(con\w+|pro\w+|\w+ment)}\W",0
7927,"\W!x{((con\w+|pro\w+|\w+ence)\W+){5}(con\w+|pro\w+|\w+ence)}\W",0
7928,"\W!x{((con\w+|pro\w+|\w+able)\W+){5}(con\w+|pro\w+|\w+able)}\W",0
7929,"\W!x{((con\w+|pro\w+|\w+ant)\W+){5}(con\w+|pro\w+|\w+ant)}\W",0
7930,"\W!x{((con\w+|pro\w+|\w+ity)\W+){5}(con\w+|pro\w+|\w+ity)}\W",0
7931,"\W!x{((con\w+|pro\w+|\w+ness)\W+){5}(con\w+|pro\w+|\w+ness)}\W",0
7932,"\W!x{((con\w+|pro\w+|\w+ance)\W+){5}(con\w+|pro\w+|\w+ance)}\W",0
7933,"\W!x{((con\w+|pro\w+|\w+ful)\W+){5}(con\w+|pro\w+|\w+ful)}\W",0
7934,"\W!x{((con\w+|pro\w+|im\w+)\W+){5}(con\w+|pro\w+|im\w+)}\W",0
7935,"\W!x{((con\w+|pro\w+|\w+age)\W+){5}(con\w+|pro\w+|\w+age)}\W",0
7936,"\W!x{((con\w+|pro\w+|\w+ish)\W+){5}(con\w+|pro\w+|\w+ish)}\W",0
7937,"\W!x{((con\w+|pro\w+|\w+ic)\W+){5}(con\w+|pro\w+|\w+ic)}\W",0
7938,"\W!x{((con\w+|\w+ation|\w+ive)\W+){5}(con\w+|\w+ation|\w+ive)}\W",0
7939,"\W!x{((con\w+|\w+ation|dis\w+)\W+){5}(con\w+|\w+ation|dis\w+)}\W",0
7940,"\W!x{((con\w+|\w+ation|\w+ous)\W+){5}(con\w+|\w+ation|\w+ous)}\W",0
7941,"\W!x{((con\w+|\w+ation|\w+ate)\W+){5}(con\w+|\w+ation|\w+ate)}\W",0
7942,"\W!x{((con\w+|\w+ation|\w+ure)\W+){5}(con\w+|\w+ation|\w+ure)}\W",0
7943,"\W!x{((con\w+|\w+ation|pre\w+)\W+){5}(con\w+|\w+ation|pre\w+)}\W",0
7944,"\W!x{((con\w+|\w+ation|\w+ment)\W+){5}(con\w+|\w+ation|\w+ment)}\W",0
7945,"\W!x{((con\w+|\w+ation|\w+ence)\W+){5}(con\w+|\w+ation|\w+ence)}\W",0
7946,"\W!x{((con\w+|\w+ation|\w+able)\W+){5}(con\w+|\w+ation|\w+able)}\W",0
7947,"\W!x{((con\w+|\w+ation|\w+ant)\W+){5}(con\w+|\w+ation|\w+ant)}\W",0
7948,"\W!x{((con\w+|\w+ation|\w+ity)\W+){5}(con\w+|\w+ation|\w+ity)}\W",0
7949,"\W!x{((con\w+|\w+ation|\w+ness)\W+){5}(con\w+|\w+ation|\w+ness)}\W",0
7950,"\W!x{((con\w+|\w+ation|\w+ance)\W+){5}(con\w+|\w+ation|\w+ance)}\W",0
7951,"\W!x{((con\w+|\w+ation|\w+ful)\W+){5}(con\w+|\w+ation|\w+ful)}\W",0
7952,"\W!x{((con\w+|\w+ation|im\w+)\W+){5}(con\w+|\w+ation|im\w+)}\W",0
7953,"\W!x{((con\w+|\w+ation|\w+age)\W+){5}(con\w+|\w+ation|\w+age)}\W",0
7954,"\W!x{((con\w+|\w+ation|\w+ish)\W+){5}(con\w+|\w+ation|\w+ish)}\W",0
7955,"\W!x{((con\w+|\w+ation|\w+ic)\W+){5}(con\w+|\w+ation|\w+ic)}\W",0
7956,"\W!x{((con\w+|\w+ive|dis\w+)\W+){5}(con\w+|\w+ive|dis\w+)}\W",0
7957,"\W!x{((con\w+|\w+ive|\w+ous)\W+){5}(con\w+|\w+ive|\w+ous)}\W",0
7958,"\W!x{((con\w+|\w+ive|\w+ate)\W+){5}(con\w+|\w+ive|\w+ate)}\W",0
7959,"\W!x{((con\w+|\w+ive|\w+ure)\W+){5}(con\w+|\w+ive|\w+ure)}\W",0
7960,"\W!x{((con\w+|\w+ive|pre\w+)\W+){5}(con\w+|\w+ive|pre\w+)}\W",0
7961,"\W!x{((con\w+|\w+ive|\w+ment)\W+){5}(con\w+|\w+ive|\w+ment)}\W",0
7962,"\W!x{((con\w+|\w+ive|\w+ence)\W+){5}(con\w+|\w+ive|\w+ence)}\W",0
7963,"\W!x{((con\w+|\w+ive|\w+able)\W+){5}(con\w+|\w+ive|\w+able)}\W",0
7964,"\W!x{((con\w+|\w+ive|\w+ant)\W+){5}(con\w+|\w+ive|\w+ant)}\W",0
7965,"\W!x{((con\w+|\w+ive|\w+ity)\W+){5}(con\w+|\w+ive|\w+ity)}\W",0
7966,"\W!x{((con\w+|\w+ive|\w+ness)\W+){5}(con\w+|\w+ive|\w+ness)}\W",0
7967,"\W!x{((con\w+|\w+ive|\w+ance)\W+){5}(con\w+|\w+ive|\w+ance)}\W",0
7968,"\W!x{((con\w+|\w+ive|\w+ful)\W+){5}(con\w+|\w+ive|\w+ful)}\W",0
7969,"\W!x{((con\w+|\w+ive|im\w+)\W+){5}(con\w+|\w+ive|im\w+)}\W",0
7970,"\W!x{((con\w+|\w+ive|\w+age)\W+){5}(con\w+|\w+ive|\w+age)}\W",0
7971,"\W!x{((con\w+|\w+ive|\w+ish)\W+){5}(con\w+|\w+ive|\w+ish)}\W",0
7972,"\W!x{((con\w+|\w+ive|\w+ic)\W+){5}(con\w+|\w+ive|\w+ic)}\W",0
7973,"\W!x{((con\w+|dis\w+|\w+ous)\W+){5}(con\w+|dis\w+|\w+ous)}\W",0
7974,"\W!x{((con\w+|dis\w+|\w+ate)\W+){5}(con\w+|dis\w+|\w+ate)}\W",0
7975,"\W!x{((con\w+|dis\w+|\w+ure)\W+){5}(con\w+|dis\w+|\w+ure)}\W",0
7976,"\W!x{((con\w+|dis\w+|pre\w+)\W+){5}(con\w+|dis\w+|pre\w+)}\W",0
7977,"\W!x{((con\w+|dis\w+|\w+ment)\W+){5}(con\w+|dis\w+|\w+ment)}\W",0
7978,"\W!x{((con\w+|dis\w+|\w+ence)\W+){5}(con\w+|dis\w+|\w+ence)}\W",0
7979,"\W!x{((con\w+|dis\w+|\w+able)\W+){5}(con\w+|dis\w+|\w+able)}\W",0
7980,"\W!x{((con\w+|dis\w+|\w+ant)\W+){5}(con\w+|dis\w+|\w+ant)}\W",0
7981,"\W!x{((con\w+|dis\w+|\w+ity)\W+){5}(con\w+|dis\w+|\w+ity)}\W",0
7982,"\W!x{((con\w+|dis\w+|\w+ness)\W+){5}(con\w+|dis\w+|\w+ness)}\W",0
7983,"\W!x{((con\w+|dis\w+|\w+ance)\W+){5}(con\w+|dis\w+|\w+ance)}\W",0
7984,"\W!x{((con\w+|dis\w+|\w+ful)\W+){5}(con\w+|dis\w+|\w+ful)}\W",0
7985,"\W!x{((con\w+|dis\w+|im\w+)\W+){5}(con\w+|dis\w+|im\w+)}\W",0
7986,"\W!x{((con\w+|dis\w+|\w+age)\W+){5}(con\w+|dis\w+|\w+age)}\W",0
7987,"\W!x{((con\w+|dis\w+|\w+ish)\W+){5}(con\w+|dis\w+|\w+ish)}\W",0
7988,"\W!x{((con\w+|dis\w+|\w+ic)\W+){5}(con\w+|dis\w+|\w+ic)}\W",0
7989,"\W!x{((con\w+|\w+ous|\w+ate)\W+){5}(con\w+|\w+ous|\w+ate)}\W",0
7990,"\W!x{((con\w+|\w+ous|\w+ure)\W+){5}(con\w+|\w+ous|\w+ure)}\W",0
7991,"\W!x{((con\w+|\w+ous|pre\w+)\W+){5}(con\w+|\w+ous|pre\w+)}\W",0
7992,"\W!x{((con\w+|\w+ous|\w+ment)\W+){5}(con\w+|\w+ous|\w+ment)}\W",0
7993,"\W!x{((con\w+|\w+ous|\w+ence)\W+){5}(con\w+|\w+ous|\w+ence)}\W",0
7994,"\W!x{((con\w+|\w+ous|\w+able)\W+){5}(con\w+|\w+ous|\w+able)}\W",0
7995,"\W!x{((con\w+|\w+ous|\w+ant)\W+){5}(con\w+|\w+ous|\w+ant)}\W",0
7996,"\W!x{((con\w+|\w+ous|\w+ity)\W+){5}(con\w+|\w+ous|\w+ity)}\W",0
7997,"\W!x{((con\w+|\w+ous|\w+ness)\W+){5}(con\w+|\w+ous|\w+ness)}\W",0
7998,"\W!x{((con\w+|\w+ous|\w+ance)\W+){5}(con\w+|\w+ous|\w+ance)}\W",0
7999,"\W!x{((con\w+|\w+ous|\w+ful)\W+){5}(con\w+|\w+ous|\w+ful)}\W",0
8000,"\W!x{((con\w+|\w+ous|im\w+)\W+){5}(con\w+|\w+ous|im\w+)}\W",0
8001,"\W!x{((con\w+|\w+ous|\w+age)\W+){5}(con\w+|\w+ous|\w+age)}\W",0
8002,"\W!x{((con\w+|\w+ous|\w+ish)\W+){5}(con\w+|\w+ous|\w+ish)}\W",0
8003,"\W!x{((con\w+|\w+ous|\w+ic)\W+){5}(con\w+|\w+ous|\w+ic)}\W",0
8004,"\W!x{((con\w+|\w+ate|\w+ure)\W+){5}(con\w+|\w+ate|\w+ure)}\W",0
8005,"\W!x{((con\w+|\w+ate|pre\w+)\W+){5}(con\w+|\w+ate|pre\w+)}\W",0
8006,"\W!x{((con\w+|\w+ate|\w+ment)\W+){5}(con\w+|\w+ate|\w+ment)}\W",0
8007,"\W!x{((con\w+|\w+ate|\w+ence)\W+){5}(con\w+|\w+ate|\w+ence)}\W",0
8008,"\W!x{((con\w+|\w+ate|\w+able)\W+){5}(con\w+|\w+ate|\w+able)}\W",0
8009,"\W!x{((con\w+|\w+ate|\w+ant)\W+){5}(con\w+|\w+ate|\w+ant)}\W",0
8010,"\W!x{((con\w+|\w+ate|\w+ity)\W+){5}(con\w+|\w+ate|\w+ity)}\W",0
8011,"\W!x{((con\w+|\w+ate|\w+ness)\W+){5}(con\w+|\w+ate|\w+ness)}\W",0
8012,"\W!x{((con\w+|\w+ate|\w+ance)\W+){5}(con\w+|\w+ate|\w+ance)}\W",0
8013,"\W!x{((con\w+|\w+ate|\w+ful)\W+){5}(con\w+|\w+ate|\w+ful)}\W",0
8014,"\W!x{((con\w+|\w+ate|im\w+)\W+){5}(con\w+|\w+ate|im\w+)}\W",0
8015,"\W!x{((con\w+|\w+ate|\w+age)\W+){5}(con\w+|\w+ate|\w+age)}\W",0
8016,"\W!x{((con\w+|\w+ate|\w+ish)\W+){5}(con\w+|\w+ate|\w+ish)}\W",0
8017,"\W!x{((con\w+|\w+ate|\w+ic)\W+){5}(con\w+|\w+ate|\w+ic)}\W",0
8018,"\W!x{((con\w+|\w+ure|pre\w+)\W+){5}(con\w+|\w+ure|pre\w+)}\W",0
8019,"\W!x{((con\w+|\w+ure|\w+ment)\W+){5}(con\w+|\w+ure|\w+ment)}\W",0
8020,"\W!x{((con\w+|\w+ure|\w+ence)\W+){5}(con\w+|\w+ure|\w+ence)}\W",0
